subject,content
삼성전자 5대 매출처에 알파벳 재진입…반도체 판매 확대,"삼성전자 서초사옥[연합뉴스 자료사진](서울=연합뉴스) 강태우 기자 = 삼성전자의 올해 3분기 5대 매출처에 구글의 모회사 알파벳이 2분기 만에 재진입했다.     삼성전자가 14일 공시한 3분기 보고서에 따르면 삼성전자의 5대 매출처에 알파벳과 애플, 도이치텔레콤, 홍콩 테크트로닉스, 수프림 일렉트로닉스가 이름을 올렸다.    직전 분기와 비교하면 미국 버라이즌이 빠지고 알파벳이 지난 1분기 이후 다시 진입했다.     이번 3분기에 알파벳을 대상으로 반도체 판매가 늘어났기 때문으로 분석된다.    5대 매출처에 대한 매출 비중은 전체 매출액 대비 약 14% 수준이다.    지역별 순매출(3분기 연결 기준)은 미주가 33조9천58억원으로 가장 많았고, 아시아·아프리카(13조8천880억원), 유럽(12조9천708억원), 중국(12조5천956억원) 순이었다.    삼성전자는 3분기 중 총 27조원의 연구개발(R&D) 투자를 통해 국내 특허 7천766건, 미국 특허 7천475건 등을 등록했다고 밝혔다.    burning@yna.co.kr"
"넥스트레이드, 출범 3분기 만에 흑자…코스피 불장에 수수료 수익 급증","3분기 영업이익 103억 원'불장'에 수수료 급증 효과처음으로 15%룰도 깨져



[서울경제] 국내 첫 대체거래소(ATS)인 넥스트레이드가 출범 3분기 만에 누적 기준 첫 영업흑자를 달성했다. 올해 3월 출범 이후 1·2분기 연속 적자를 기록했으나, 최근 코스피 강세로 거래대금이 크게 늘어난 가운데 수수료 수익이 급증하고 신규 회원이 빠르게 증가한 점이 실적 반등의 핵심 요인으로 꼽힌다.14일 넥스트레이드는 올 3분기 누적 영업수익(매출)이 397억 원, 영업이익은 73억 원이라고 공시했다. 1분기 –80억 원, 2분기 누적 –30억 원대였던 적자를 만회했다. 3분기 영업이익만 놓고 보면 약 103억 원 수준이다. 특히 수수료 기반 수익 증가가 두드러졌다. 넥스트레이드는 3분기 누적 수수료 수익 295억 원을 기록했다. 2분기 누적 121억 원 대비 한 분기 만에 174억 원 증가했다. ‘불장’에 접어들며 거래대금이 증가하는 등 시장 전반의 유동성이 확대됐고, 넥스트레이드 회원 확대와 이용량 증가가 맞물린 결과다.거래량 측면에서도 뚜렷한 변화가 있다. 넥스트레이드는 3분기 들어 출범 이후 처음으로 일명 ‘15% 룰(ATS 거래 비중 제한)’을 넘어선 것으로 확인됐다. 다만 즉각적인 제재는 이뤄지지 않는다. 금융위원회는 올 9월 15%룰은 유지하되 예측하지 못한 거래량 급증으로 일시적으로 한도를 초과할 경우 2개월 내 이를 해소하면 제재하지 않기로 했다고 밝혔다.한편 넥스트레이드는 이달 10일 열린 주주총회에서 김학수 대표이사의 연임을 확정했다. 김 대표는 임기는 2028년 3월까지다."
"“실적이 흠”…HMM, 터널 지나 전략 필요한 때","HMM, 연중 최고가보다 26% 하락3분기 영업이익 전년比 80%↓벌크선 업황, 추가 주주환원 등 기대 



사진=연합뉴스 [파이낸셜뉴스] HMM의 3·4분기 실적이 전년과 비교해 큰 폭으로 하락한 것으로 나타나면서 주가도 하락세에서 벗어나지 못하고 있다. 증권가에선 주가 방어를 위한 주주환원 정책 확대 등 새로운 전략 수립이 필요하다는 의견이다.  14일 한국거래소에 따르면 HMM은 이날 전 거래일 대비 2.90% 내린 1만9420원에 거래를 마쳤다. HMM 연중 최고가였던 지난 7월 15일의 2만6250과 비교해 26.01% 하락했다.  3·4분기 실적이 시장 전망치(컨센서스)에 부합하거나 소폭 상회하는 결과가 나왔지만, 전년과 비교했을 때 부진했던 것이 하락세를 만들었다. HMM은 올해 3·4분기 매출액이 2조7046억원, 영업이익은 2968억원으로 전년 동기 대비 각각 24%, 80% 감소했다고 전날 공시했다.  컨테이너선 부문은 지난 5월 급등했던 운임비 영향이 반영됐으며, 선복 공급을 늘렸지만 수송량 증가가 이에 미치지 못해 수익성이 감소했다는 분석이다. 또 선복 공급 증가와 단가 및 환율 상승의 영향으로 3·4분기 전체 영업비용이 15% 늘어난 것도 영향을 줬다.  증권가는 HMM의 목표주가를 내리는 분위기다. 금융정보업체 에프앤가이드에 따르면 HMM의 3·4분기 실적 발표 이후 △KB증권 △상상인증권 △iM증권 △미래에셋증권 등 4곳의 증권사가 목표주가를 하향 조정했다.  올해 및 내년도 제한적인 분위기다. 컨테이너 운임을 나타내는 상하이컨테이너운임지수(SCFI)는 지난달 중국 국경절 이후 미주 노선 위주 단기 급등세를 보였지만, 미국과 중국 간 입항료가 미뤄지면서 미주 노선으로 중국 선박이 다시 복귀할 전망이라 국내 선박사가 들어갈 공간이 없어졌다. 컨테이너선이 연말 비수기에 접어들고 있다는 점도 있다.  최민기 신한투자증권 연구원은 “HMM의 올해 4·4분기 영업이익은 전년 동기 대비 81.7% 하락한 1829억원으로 전망한다”며 “컨테이너선은 미국의 대중 관세율 인하에도 선제적 재고 선적이 이뤄진 탓에 큰 폭의 수요 개선 신호가 부재한 상황이다”라고 분석했다.  다만 벌크·유조선 업황이 긍정적이라는 점과, 높은 유동성을 갖고 있는 만큼 부진과 주가 하락을 방어할 여력은 존재한다는 평가다. HMM의 이익잉여금이 13조원에 달하는 만큼 내년도 주주환원 정책 등에 따라 주가가 결정될 것이란 전망이 나온다.  안도현 하나증권 연구원은 “벌크선 운임이 높은 수준에서 유지되고 있고, 최근 초대형 원유선(VLCC) 단기 운임도 최근 하루 10만달러 수준까지 뛰어오른 만큼 벌크·유조선 시황 전망은 밝다”며 “내년 HMM 실적은 감익이 예상되나, 주가는 13조원 유동성에 기반한 추가 주주환원을 기다리며 지지되는 모습이다”라고 관측했다.  이서연 상상인증권 연구원은 “글로벌 무역 갈등 해소는 향후 수요 회복에 긍정적으로 작용할 전망이나, 컨테이너선 인도량 증가에 따른 공급 과잉 추세를 상쇄하기에는 부족하다”며 “운임 하락 국면에서 주가 방어를 위해 추가 주주환원 집행 등 신규 모멘텀이 필요하다”고 강조했다."
"HLB제약, 3분기 누적 매출 1422억원 '역대 최대' 경신…밸류체인 시너지 본격화","HLB제약은 3분기 연결 기준 누적 매출액이 전년동기대비 36.7% 증가한 1422억원을 기록하며 역대 최대치를 경신했다고 14일 밝혔다.  이는 지난 5월 자회사로 편입된 신화어드밴스의 온기 실적이 반영된 영향으로, 의약품 제조와 유통을 아우르는 밸류체인 시너지가 가시화되면서 올해 연간 최대 매출 달성도 기대된다.3분기 누적 영업이익은 2억 3000만원으로 매출 성장에도 불구하고 전년 동기 대비 감소했다. 회사 측은 신화어드밴스의 기존 적자 구조가 연결 실적에 반영된 데다 일회성 원가 부담이 더해지면서 수익성이 일시적으로 둔화된 것이라고 설명했다. 사업 부문별로 보면, 컨슈머헬스케어 부문의 매출이 전년 동기 대비 60% 이상 성장하며, 역대 최대 매출을 지속적으로 경신하고 있다. 이는 대표 브랜드 '콴첼' 기반에서 종합 헬스케어 카테고리로 제품 포트폴리오를 확대한 전략이 성과를 낸 것이다.특히 카테고리 확장의 대표 제품인 '알부민'이 홈쇼핑 채널에서 월 매출 20억원을 돌파하며 빠르게 성장하고 있으며, 단일 제품으로 연매출 100억원 달성도 기대된다. 회사 측은 향후 PDRN(폴리데옥시리보뉴클레오타이드) 제품의 전략적 육성과 '알부민329' 등 업그레이드 신제품 출시를 통해 현재의 매출 성장세를 더욱 가속화할 방침이다. 전문의약품 부문은 기존 주력 품목의 견조한 성장세에 더해 환절기 항생제·호흡기 치료제 매출 성장이 더해져 전년 동기 대비 두 자릿수 성장을 이어갔다. 또한 신규 도입 품목이 시장에 빠르게 안착하며 기존 제품과의 시너지가 강화되고 있다.HLB제약은 컨슈머헬스케어 부문이 3분기 흑자 전환에 성공한 데 이어, 4분기에도 주력 제품 *알부민'의 성장세가 지속되면서 사업부의 흑자 기조가 이어질 것으로 전망했다.또한 전문의약품 부문은 자사 제품 판매 확대가 남양주 공장의 가동률 상승과 매출 원가율 하락으로 이어지며 선순환 구조가 정착되고 있어, 4분기에는 원가율 개선세가 한층 가속화될 것으로 예상했다. 이어 신화어드밴스 부문은 유통 효율화와 수익 구조 혁신을 추진해 손익 개선 속도를 높인다는 방침이다.박재형 HLB제약 대표이사는 ""의약품 제조와 유통 전 과정을 아우르는 밸류체인 시너지가 가시화되며 회사의 성장 엔진이 본격적으로 가동되고 있다""면서 ""앞으로 제품 경쟁력과 생산 효율을 함께 끌어올려, 매출 확대는 물론 수익성 면에서도 한층 안정적인 구조를 구축하겠다""고 말했다."
"시총 톱10, 한 종목 빼고 와르르…'미국발 쇼크' 코스피 3.8% 급락","[내일의전략]



14일 오후 서울 중구 하나은행 본점 딜링룸 전광판에 증시 종가가 표시되고 있다./사진=뉴스1코스피가 하반기 두 번째로 높은 하락률을 기록하며 4010대까지 물러났다. 미국발 기술주 매도세가 발목을 잡았다.14일 코스피는 전일 대비 159.06포인트(3.81%) 내린 4011.57로 장을 마감했다. 하반기 최고 하락률은 세제 개편안 충격이 전해진 지난 8월1일(3.88%) 기록한 바 있다.외국인은 2조8550억원어치, 기관은 9640억원어치를 순매도하면서 지수 하락을 주도했다. 개인은 3조8044억원어치를 순매수했지만 지수 하락을 막기엔 역부족이었다.이날 새벽 뉴욕증시에서 전해진 기술주 급락 소식은 국내증시의 반도체주 투매를 촉발했다. 삼성전자는 전일 대비 5600원(5.45%) 내린 9만7200원, SK하이닉스는 5만2000원(8.50%) 내린 56만원으로 장을 마치면서 각각 '9만전자'·'56만닉스'로 회귀했다.두산에너빌리티는 5%대, LG에너지솔루션은 4%대, KB금융은 3%대, 현대차는 2%대 약세를 기록하며 국내 대형주 부진에 일조했다. 시총 상위 10개 종목 중 강세로 장을 마감한 종목은 '핵잠수함 호재'로 3%대 상승률을 보인 HD현대중공업이 유일하다.기준금리 추가인하 기대감에 찬물을 끼얹는 미국 연방준비제도(Fed·연준) 주요인사의 발언은 투자심리를 더욱 악화시켰다. 이경민 대신증권 연구원은 ""성장주·기술주 섹터의 부담이 증가했고, 최근 인공지능(AI) 기업들의 버블 우려가 더해지며 AI 기술주를 중심으로 글로벌 증시 전반 하락세가 뚜렷해졌다""고 밝혔다.이경민 연구원은 ""10월 FOMC 이후 공개적으로 추가 금리인하를 지지한 연준 인사는 친트럼프 성향을 보이는 이사 2명뿐""이라며 ""뚜렷한 성장둔화 시그널이 없을 경우 금리인하 기대감이 더 낮아질 수 있음에 유의해야 한다. 오는 20일 발표될 10월 FOMC 회의록의 중요도가 높아지고 있다""고 했다.오는 20일로 다가온 엔비디아의 3분기 실적발표를 주목하라는 조언도 나온다.이재원 신한투자증권 연구원은 ""엔비디아 가이던스를 확인한 후 AI 거품 논란이 완화될 가능성을 타진할 수 있다. 변동성 확대 국면에선 배당주 바벨전략도 유효하다""고 밝혔다.이재원 연구원은 또 ""3차 상법개정안과 배당소득 분리과세 등 정책 모멘텀 또한 유효하다""며 ""만약 정책 모멘텀과 반도체 우려 완화가 동행된다면, 기술적 부담도 덜어낸 상황이어서 지수의 강한 반등을 기대할 수 있다""고 했다.코스닥 지수는 전일 대비 20.47포인트(2.23%) 내린 897.90으로 거래를 마쳤다. 개인이 3805억원어치를 순매수한 가운데 외국인이 3453억원어치, 기관이 214억원어치를 순매도했다.시총 상위종목 중에선 미국발 투자유치 소식이 전해진 에이비엘바이오가 6%대 상승폭을 보였다. 바이오주 기대감이 반영된 리가켐바이오는 4%대 강세, 알테오젠·파마리서치는 강보합세가 나타났다. 반면 에코프로비엠·레인보우로보틱스·에코프로는 5%대, 삼천당제약은 3%대, HLB는 2%대 약세였다. 펩트론은 약보합세였다.한편 원/달러 환율은 이날 서울외환시장에서 전일 대비 10.7원 내린 1457.0원에 주간거래를 마쳤다."
"미국발 쇼크에 '셀코리아'… 코스피, 4010선 하락 마감[오늘증시]","외인 2조3575억원 매도… 기관은 9002억원 팔자



사진은 14일 코스피, 코스닥 종가. /그래픽=강지호 기자 [이 그래픽에는 네이버에서 제공한 나눔글꼴이 적용되어 있습니다.] 코스피와 코스닥이 미국 증시 발 충격을 이겨내지 못하며 하락 마감했다.14일 한국거래소에 따르면 이날 코스피는 전 거래일 대비 159.06포인트(3.81%) 내린 4011.57에 거래를 마쳤다. 코스피는 외국인과 기관의 동반 매도세에 하방 압력을 받았다.이날 코스피 시장에서 외국인은 2조3575억원, 기관은 9002억원을 순매도했다. 반면 개인은 홀로 3조2336억원을 사들였다.코스피 시가총액 상위 10개 종목은 HD현대중공업(3.17%)을 제외하고 일제히 하락 마감했다. HD현대중공업이 홀로 상승한 것은 이날 발표된 팩트시트 영향으로 국내 조선주들이 수혜를 입을 것이라는 기대감 때문으로 풀이된다.이날 코스닥도 900선이 붕괴하며 하락 마감했다. 코스닥은 전 거래일 대비 20.47포인트(2.32%) 내린 897.90에 장을 닫았다.코스닥 시장에서 외국인은 3235억원, 기관은 299억원을 팔았다. 개인은 3821억원을 홀로 샀다.코스닥 시가총액 상위 10개 종목은 알테오젠(0.91%), 에이비엘바이오(6.54%), 리가켐바이오(4.53%), 파마리서치(0.89%)는 상승 마감했다. 반면 에코프로비엠(5.87%), 에코프로(5.07%), 레인보우로보틱스(5.73%), 펩트론(0.48%), HLB(2.56%), 삼천당제약(3.00%)은 내렸다.이날 국내 증시가 하락세를 보인 것은 13일(현지시각) 미국 증시가 기술주를 중심으로 급락한 여파로 풀이된다. 간밤 미국 증시는 셧다운 종료 후 경제 위기 및 금리 불안이 고조되며 3대 지수가 일제히 하락 마감했다. 특히 금리 불안으로 위험자산에 대한 투심이 하락하며 반도체와 빅테크 등 주요 기술주들이 낙폭을 확대했다. 이경민 대신증권 FICC리서치부 부장은 ""간밤 미국발 인공지능(AI) 기술주 하락 여파로 글로벌 증시가 일제히 하락 했다""며 ""금리 인하 기대감 후퇴 영향으로 성장주와 기술주 섹터에 부담이 증가한 것으로 풀이된다""고 설명했다."
"한양증권, 3Q?순이익 46% 급증…IB·자산운용이 실적 견인","메자닌·이벤트 드리븐 투자 성과



한양증권의 올해 3분기 영업이익과 순이익이 모두 전년 동기 대비 40% 이상 뛰었다. /더팩트 DB[더팩트｜윤정원 기자] 한양증권의 3분기 실적이 투자은행(IB)과 자산운용 부문의 견인으로 크게 증가했다. 영업이익과 순이익 모두 전년 동기 대비 40% 이상 상승하며 호실적을 기록했다.14일 공시에 따르면 한양증권은 올해 3분기 누적 기준으로 영업이익 660억 원, 당기순이익 490억 원을 기록했다. 이는 각각 전년 동기 대비 41.3%, 46.3% 증가한 수치다.실적 성장을 이끈 핵심 요인은 자산운용 부문이다. 메자닌 투자 성과와 이벤트 드리븐 전략이 효과를 내며 운용 수익이 개선됐다. IB 부문도 유동화 신규 딜 확대와 글로벌 IB 조직 신설 후 신디케이션 주선 계약 증가로 성장세를 이어갔다.한양증권 관계자는 ""업계 상위권 자기자본이익률(ROE)을 유지하며 수익성과 성장성을 동시에 확보하고 있다""며 ""각 사업부가 안정적인 이익을 내는 동시에 손실 관리 전략도 병행하고 있다""고 설명했다.발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write"
2.3조 던진 외국인에 코스피 3.8% 하락… 코스닥도 900선 내줘,"미국 기술주 하락에 코스피, 코스닥 '휘청'외인 매도에 '10만전자' '60만닉스' 무너져



14일 서울 중구 하나은행 본점 딜링룸 현황판에 코스피 지수가 표시돼 있다. 연합뉴스뉴욕증시 급락 여파로 코스피가 3% 넘게 떨어지며 4,000선을 가까스로 유지했다. 코스닥도  2% 이상 하락하며 900선을 내줬다.14일 코스피는 전 거래일 대비 159.06포인트(3.81%) 급락한 4,011.57에 장을 마쳤다. 외국인과 기관이 각각 2조3,574억 원, 8,995억 원어치를 순매도하며 지수를 끌어내렸다. 개인이 3조2,327억 원을 순매수했지만 코스피 하락을 방어하진 못했다. 코스닥도 20.47포인트(2.23%) 떨어진 897.90에 거래를 마쳤다.이날 한미 협상 결과를 담은 '조인트 팩트시트(공동 설명자료)'가 발표됐지만 외국인 매도 행렬을 막기엔 역부족이었다. 대표 수혜주인 HD현대중공업(+3.17%), HD현대미포(+3.36%) 등 오른 종목은 소수에 그쳤고, 시가총액 상위 종목을 포함한 719개 종목이 하락을 피하지 못했다.  삼성전자와 SK하이닉스는 각각 5.45%, 8.50% 급락했다. 10만전자와 60만닉스도 각각 9만7,200원, 56만 원으로 무너졌다. LG에너지솔루션(-4.44%), 현대차(-2.15%), KB금융(-3.0%)도 하락 마감했다.미국 뉴욕증시 3대 지수가 하락 마감한 영향이 컸다. 간밤 스탠더드앤드푸어스(S&P) 500이 1.66% 내렸으며, 나스닥과 다우존스 산업평균지수도 각각 2.29%, 1.65% 하락했다. 이경민 대신증권 연구원은 ""미국발 인공지능(AI) 기술주 하락 여파로 글로벌 증시가 일제히 하락세를 보였다""며 ""최근 AI 기업 버블 우려가 더해진 가운데 미국 금리 인하 기대감이 후퇴하며 성장주와 기술주 섹터 부담이 증가했다""고 분석했다."
"""개미들만 정신없이 담고 있어""…테슬라 와르르 무너지자 '돈나무 언니'도 버렸다","연합뉴스[서울경제] 일론 머스크 최고경영자(CEO)가 이끄는 테슬라 주가가 하루 동안 6.6% 급락하는 등 지지부진한 흐름을 이어가고 있으나 개인 투자자들은 여전히 매수를 지속하고 있는 것으로 나타났다.13일(현지시간) 뉴욕 증시에서 테슬라는 전날 대비 6.64% 떨어진 401.99달러에 마감했다. 장중에는 397달러선까지 떨어지기도 했다. 테슬라 주가가 400달러선이 무너진 것은 지난 9월 15일 이후 약 2달 만이다.그럼에도 개인 투자자들은 테슬라 주식을 꾸준히 사들이고 있다. JP모건이 이날 발표한 보고서에 따르면 개인투자자들은 테슬라를 지난 1주일간 11억달러(약 1조6000억원) 순매수했다. 테슬라의 개인투자자 비율은 41%로, S&P500 평균인 5%를 훌쩍 상회한다. 한국의 서학개미들도 지난 7~13일 테슬라를 5900만달러(약 870억원) 순매수했다. 반면 유명 투자자 중에서는 테슬라를 이미 매도하는 움직임도 나타난다. 캐시 우드 아크인베스트 CEO는 지난 7~12일 4거래일간 테슬라를 4일 연속으로 순매도했다.한편 테슬라는 주가 하락 전 리콜 발표했다. 13일(현지시간) 미국 소비자제품안전위원회(CPSC)는 “일부 리튬이온 배터리 셀의 결함으로 파워월 2 장치가 정상 사용 중에도 과열되거나 연기와 불꽃을 일으킬 수 있다”고 밝혔다. 이번 결함은 제3자 배터리 셀 공급업체의 품질 문제로, 테슬라는 해당 제조업체의 이름은 공개하지 않았다. 테슬라는 지금까지 고객 22건의 과열 사례 보고를 받았으며, 이 중 5건은 경미한 화재로 이어졌으나 인명 피해는 보고되지 않았다. 회사는 미국 내 모든 해당 장비를 무상 교체할 방침이다.테슬라의 ‘파워월’ 시리즈는 주택용·기업용 백업 배터리로, 태양광 발전과 연계해 전력을 저장했다가 정전 시나 전기요금이 비싼 시간대에 사용할 수 있는 시스템이다."
외환당국 시장안정 의지에 1450원대로…환율 10.7원 하락(상보),"1457원에 주간 마감…4거래일만 하락외환당국 한달 만 구두개입…팩트시트 영향장중 변동폭 22.9원…반년 만 최대이틀 연속 강한 상승세를 이어가던 원·달러 환율이 외환당국의 시장안정화 의지에 큰 폭으로 하락 마감했다. 



14일 서울 신한은행 본점 딜링룸에서 딜러가 업무를 보고 있다. 신한은행 제공14일 서울 외환시장에서 원·달러 환율은 오후 3시30분 기준 전 거래일 대비 10.7원 내린 1457.0원에 주간 거래를 마쳤다. 주간 종가가 하락 마감한 것은 지난 10일 이후 4일 만이다. 이날 환율은 전일 대비 4.2원 오른 1471.9원에 문을 연 후, 10분 만에 1474.9원까지 치솟으며 지난 11일 이후 이어진 상승 흐름을 이어갔다. 하지만 오전 9시경 외환당국의 시장안정 메시지가 나오자 곧바로 19원 가까이 미끄러지며 1450원대 중반까지 급락했다. 이후 공개된 한미 관세협상에 대한 조인트 팩트시트(합동 설명자료)에 '외환시장 안정' 항목이 별도로 담겼다는 사실이 알려지면서 한때 1452.0원까지 떨어지기도 했다. 국내 유가증권시장에서 외국인 투자자들이 2조3473억원이나 순매도했지만 환율 상승 압력에는 제한적이었다. 이날 장중 변동폭은 22.9원으로, 지난 5월2일(34.7원) 이후 약 6개월 만에 가장 컸다. 주요 6개국 통화 대비 달러화 가치를 나타내는 달러인덱스(DXY)는 전일보다 0.38% 내린 99.176을 나타냈다. 한편 기획재정부와 한국은행 등 외환당국은 이날 오전 시장상황 점검회의에서 외환시장 안정화 의지를 강조하며 사실상 구두개입에 나섰다. 이들은 원·달러 환율이 한 때 1470원을 상회하는 등 외환시장의 불확실성이 확대되고 있는 상황에 대해 우려를 표명했다. 이들은 ""시장 참가자들의 원화 약세 기대가 고착화돼 환율 하방 경직성에 중대한 영향을 미칠 수 있다""며 ""가용 수단을 적극 활용해 대처해 나갈 필요성이 있다""고 지적했다. 특히 국민연금 등과 논의해 환율 안정 방안을 마련하겠다고 밝혔다. 참석자들은 ""국민경제와 금융·외환시장의 안정을 위해 환율 상승 원인을 면밀히 분석하겠다""며 ""국민연금과 수출업체 등 주요 수급 주체들과 긴밀히 논의해 환율 안정 방안을 마련할 예정""이라고 강조했다."
"시노펙스, 3분기 매출 708억원…26년 신규 사업 본격 성장 기대","시노펙스가 3분기 연결 기준 매출액이 707억9800만원으로 전년동기대비 18.5%, 직전분기대비 4.5% 성장했다고 14일 밝혔다. 최근 3분기 연속 매출 성장이다. 누적 매출액은 2057억원으로 같은기간 10.2% 늘었다. 이는 △주력 사업부문의 안정적 수요 확대 △반도체 산업용 필터 및 인공신장기용 혈액여과기 시장 진입 등이 지속적인 매출 성장을 견인한 것으로 분석된다. 다만 영업이익은 8억2900만원으로 같은기간 78.8% 감소했다. 시노펙스 관계자는 ""3분기 신규매출 확보를 위한 샘플비용과 신규제품 개발비용, 초기 시장진입에 따른 마케팅 비용 지출에 따라 영업이익이 감소했다""며 ""이는 일시적인 부분이며 향후 매출성장을 위한 투자의 개념""이라고 말했다.특히 3분기 당기순이익은 약 62억원으로 전년대비 약 330% 급증했다. 부채비율 50.8%, 자본유보율은 146.5%로 불확실한 경제 상황을 대비한 안정적인 재무구조를 유지 중이라고 회사 측은 설명했다. 시노펙스 관계자는 ""올해 인공신장 혈액여과기의 시장 진입 및 반도체용 케미컬 필터의 품질 평가, 전기차용 샘플개발의 마지막 단계가 진행되고 있으며, 이를 바탕으로 2026년에는 신규사업 분야의 본격적인 성장이 예상된다""고 말했다.이어 그는 ""2026년 글로벌기업과 진행하고 있는 자동차용 전장 분야는 올해 샘플개발 단계에서 필드 테스트 단계로 진입한다""며 ""케미컬 필터의 대량 양산공급, 인공신장 사업의 시장진입 확대와 해외인증 획득 등 수년간 연구개발과 설비투자를 진행해온 분야에서 가시적인 결과를 기대하고 있다""고 덧붙였다."
"코스피 3.81% 하락…씨티는 목표가 5,500으로 상향","외국인의 매도세로 코스피는 전 거래일보다 3.81% 하락한 4,011선에 거래를 마쳤다. 14일 코스피는 전 거래일보다 159.06포인트(-3.81%) 내린 4,011.57에 장을 마감했다.특히 외국인이 이날 코스피 시장에서 2조 원 넘게 팔며 지수 하락을 부추겼다. 투자자별 매매동향을 살펴보면, 외국인과 기관이 각각 2조 3,575억 원, 9,001억 원 순매도하고, 개인만이 3조 2,336억 원 순매수했다. 코스피 시가총액 상위 종목 대부분은 하락 마감했다.삼성전자(-5.45%)와 SK하이닉스(-8.50%)가 하루 만에 '10만전자'와 '60만닉스'를 반납했다. 이 외에도 LG에너지솔루션(-4.44%), 현대차(-2.15%), 두산에너빌리티(-5.66%), KB금융(-3.00%), 한화에어로스페이스(-0.10%) 등이 하락 마감했다. 코스닥도 전 거래일보다 20.47포인트, 2.23% 내린 897.90에 장을 마쳤다.코스닥 시장에서도 외국인과 기관은 각각 3,235억 원, 299억 원 순매도하고 개인만이 3,821억 원 순매수했다.코스닥 시총 상위 종목은 혼조 마감했다. 알테오젠(+0.90%)과 에이비엘바이오(+6.54%)와 리가켐바이오(4.53%) 등은 올랐고 에코프로비엠(-5.85%), 에코프로(-5.07%), 레인보우로보틱스(-5.73%), HLB(-3.00%) 등이 내렸다. 이날 미국계 금융그룹 씨티는 한국의 코스피 목표치를 기존 3,700에서 5,500으로 상향 조정했다. 씨티는 보고서를 통해 ""현재의 메모리칩 호황 사이클 덕분에 2026년 내내 코스피는 강한 실적 성장세를 보일 것""이라고 전망했다. 또한, 삼성전자와 SK하이닉스, LG에너지솔루션, 현대차, 두산, KT&G, LS일렉트릭, 현대글로비스, 제일기획, 파라다이스를 최선호주로 꼽았다. 한편, 서울 외환시장에서 원·달러 환율은 전 거래일 주간거래 종가보다 9.0원 내린 1457.0원에 거래를 마쳤다."
"현대힘스, 3분기 영업이익 64%↑...""마스가 프로젝트로 고성장 기대""","조선·해양 인프라 투자 기대""4분기·내년도 호실적 예상""



[이데일리 이지은 기자] 선박 블록 및 산업기계 전문 기업 현대힘스(460930)가 올해 3분기 매출액 606억원, 영업이익 68억원을 기록했다고 14일 밝혔다. 전년 동기 대비 각각 12%, 64% 증가한 수치다. 회사는 조선업계 3분기가 계절적 비수기로 분류되는 가운데 안정적인 성장세를 이어가고 있다고 밝혔다. 누계 연결 기준으로도 매출액 1813억원, 영업이익 223억원을 기록하며 전년 동기 대비 각각 8.7%, 31.7% 늘었다.최근 트럼프 행정부가 추진 중인 ‘마스가(MASGA·미국 조선업을 다시 위대하게)’ 프로젝트를 계기로 한미 간 조선·해양 인프라 투자와 방위 산업 협력이 확대될 가능성이 커지고 있다. 미국과 협력 프로젝트 수주 기회 확대가 전망됨에 따라 회사 측은 4분기뿐만 아니라 내년도 이익 전망이 밝을 것으로 예상하고 있다.특히 신사업으로 육성 중인 항만크레인 사업 부문에서도 올해 지난 3월 수주한 부산신항 2-6 프로젝트의 항만크레인(DTQC) 6기를 성공적으로 납품했다. 이어 7월에는 광양항 3-2단계 8기, 10월에는 부산신항 동원글로벌터미널(DGT) 5기를 잇달아 수주하며 총 19기, 약 437억원 규모의 계약을 체결하는 등 회사의 새로운 사업의 축으로 자리매김하고 있다. 현대힘스 관계자는 “견조한 전방 산업 수요와 전사적인 생산성 향상을 통해 3분기에도 안정적인 실적을 이어갈 수 있었다”며 “4분기에도 내실 있는 성장을 지속하는 한편 마스가 프로젝트 등 글로벌 협력 기회를 적극 활용해 가시적인 성과를 창출하고 지속 가능한 성장 기반을 더욱 공고히 할 것”이라고 말했다."
