subject,content
"엘케이켐, 페로브스카이트 소재 고도화…건식 공정 실증 나서","반도체 프리커서 기술 적용



엘케이켐 페로브스카이트 연구소에서 한 직원이 연구하고 있다. 사진제공=엘케이켐[서울경제] 반도체 프리커서 소재 양산 전문 기업 엘케이켐(489500)이 페로브스카이트 태양전지 소재의 상용화 핵심 기술 개발 진척 소식을 14일 밝혔다.엘케이켐은 기존 실리콘 태양전지를 대체할 차세대 페로브스카이트 소재를 개발 중이다. 반도체 공정용 프리커서 기술을 응용해 저온(150℃) 합성 기반의 저비용·고성능 소재 기술을 확보했다. 또한 파우더·용액·필름(인캡전) 등 다양한 소재 단계에서 기존 대비 성능과 안정성이 크게 향상된 연구성과를 확보했으며 관련 특허 출원 및 논문 발표를 병행하고 있다.현재는 건식(진공 증착) 공정에서 발생하는 문제 요인을 분석·보완하며 샘플 제작을 진행하고 있다. 제작된 샘플은 한국화학연구원(KRICT), UNIST, 미국·호주 등 해외 학연기관에 샘플을 제공하고 상호 피드백을 주고받으며 연구 협력을 이어가고 있다. 엘케이켐은 이들 기관과의 공동 연구를 통해 공정 신뢰성 검증뿐 아니라 소재 표준화 및 양산화 데이터 확보에도 박차를 가하고 있다.향후 엘케이켐은 △페로브스카이트 소재의 대량 합성 및 안정성 확보 △탠덤용 고성능·고안정성 소재 개발 △잉크 및 필름 안정성 개선 △디바이스 신뢰성 향상 △우주용 태양전지 소재 연구 등을 중점 추진할 계획이다. 특히 페로브스카이트 진공 증착용(건식) 소재와 계면층·전하수송층 개발을 통해 탠덤 전지 양산화 기반 확보를 목표로 하고 있으며 핵심 원천기술 관련 지식재산권 8건을 기확보한 바 있다.글로벌 페로브스카이트 산업은 현재 상용화에 매우 근접한 단계로 효율 측면의 기술적 완성도는 이미 높은 수준에 도달했다. 다만 안정성 확보가 상용화의 마지막 과제로 꼽히며 이를 해결할 경우 시장은 본격적으로 활성화될 것으로 전망된다. 중국과 국내 주요 기업들도 상용화 기술 개발에 속도를 내고 있는 가운데 엘케이켐 역시 독자적 소재기술을 기반으로 페로브스카이트 상용화의 안정성 문제 해결에 집중하고 있다.이창엽 엘케이켐 대표는 “반도체 프리커서 기술을 기반으로 페로브스카이트의 효율과 안정성 문제를 해결하기 위한 연구를 지속하고 있다”며 “국내외 연구기관과 협력을 확대해 상용화 단계로 한 발 더 다가서고 있으며 페로브스카이트 모듈의 조기 상용화를 통해 차세대 태양전지 산업의 기술 혁신을 선도할 것”이라고 밝혔다."
"'트럼프 수혜' 빛 못보던 에너지주, 내년엔 반전?[미주말]","에너지업종 '트럼프 정책효과' 예상했지만 관세와 충돌집권2년차 내년 관세 걷히고 정책 본격화시 수혜 전망



미국의 정책변화가 투자에 얼마나 큰 영향을 주는지 새삼 체감하지 않을 수 없는 요즘인데요. 관세정책 외에도 트럼프 미국 대통령이 공약한 여러가지 정책들이 많다는 것도 생각해봐야 할 때입니다.그중에서 하나가 바로 환경규제 완화를 골자로 한 에너지 정책인데요. 기후와 환경에 대한 각종 규제를 대폭 완화하면서 관련 주식들도 크게 요동칠 수 있기 때문입니다.실제로 트럼프 대통령은 올초 취임 첫날부터 '국가 에너지 비상사태'를 선포하면서 기후 및 환경규제 완화와 함께 화석연료에 힘을 주기 시작했는데요.특히 바이든 행정부에서 시행했던 전기차와 재생에너지 지원정책을 대거 철회하는 행정명령을 쏟아냈습니다. 석유와 가스, 전력 프로젝트에 대한 인허가는 신속하게 처리하도록 하고, 알래스카 등에서의 석유 및 가스 시추제한도 완화했죠.대외적으로는 트럼프 1기 때처럼 파리기후협정을 다시 탈퇴했으며, 미국 환경보호청에서는 발전소의 온실가스규제와 대기오염 규제도 철회했습니다. 반대로 재생에너지와 에너지 효율을 높이는 내용의 정부 지원은 대폭 축소했죠.이에 따라 엑슨모빌(XOM)과 셰브론(CVX) 등 석유가스업종들과 석탄채굴, 석탄발전과 연관된 피바디에너지(BTU), 그리고 내연 기관중심의 자동차업종인 GM, 포드(F) 등이 정책 수혜주로 꼽혔습니다.하지만 트럼프 정부의 환경규제 완화 정책이 이들 기업의 주가상승과 꼭 연결되지는 않았는데요. 전통적 에너지주들은 트럼프 정부의 또 다른 정책, 관세가 걸림돌이되기도 했거든요. 금리와 경기상황도 물론 마찬가지고요. 실제로 엑슨모빌과 셰브론 등 석유가스 기업들은 4월 상호관세 발표시에 기술주보다 더 가파른 하락세를 보였고요. 4월 이후 꾸준히 주가가 오르고는 있지만, 3월말의 전고점을 회복하지는 못하고 있습니다.수출입규제에 민감한 자동차 업종인 포드도 트럼프정부 이후 주가가 오히려 하락하다가 최근 들어 회복중이죠. 수혜주로 꼽혔던 상당수 종목들이 규제완화의 긍정적 효과와 관세정책의 부정적 효과를 동시에 받고 있습니다.다만 내년부터는 트럼프 정부2기도 2년차를 맞으면서 관세 등의 불확실성이 정리되면서 기후 및 화석에너지 규제완화 정책의 본격적인 혜택을 받을 것으로 예상되는데요. 한국투자증권 리서치센터 최보원 연구원은 ""환경보호보다는 기업의 성장을 우선하는 정책이 내년부터 구체화하면서 기후변화 관련 대응을 위한 기업들의 시간과 비용이 축소되고, 다양한 사업확장으로 연결되고 있다""며 ""전통적인 에너지 기업 뿐만 아니라 기술 경쟁력 강화를 위해 다각화된 에너지 공급 및 전력발전 수요가 높아질 것으로 예상된다""고 분석했습니다.단순히 에너지 기업들 뿐만 아니라 에너지 인프라 구축에 따른 수혜 업종도 부각될 거라는 건데요. 예를 들면 AI관련주와 인프라, 전력공급, 유틸리티 등도 기후 규제완화의 폭넓은 수혜를 받을 것이라는 전망입니다."
"나스닥, 전날 급락 딛고 반등…AI 기술주 저가매수에 혼조 마감","나스닥 지수 30.23포인트(0.13%) 상승 2만2900.59에 마감다우존스30 지수는 -0.65% 하락 4만7147.48 S&P 500 지수 -0.05% 내린 6734.11



▲ 뉴욕증권거래소의 트레이더 [뉴욕 AFP=연합뉴스. 재판매 및 DB 금지]미 뉴욕증시가 14일(현지시간) 빅테크 고평가 논란 속에도 일부 기술주의 반등 시도로 혼조세로 마감했다.다우존스30 산업평균지수는 전장 대비 309.74포인트(-0.65%) 하락한 4만7147.48을 기록했다. 스탠더드앤드푸어스(S&P)500 지수는 3.38포인트(-0.05%) 내린 6734.11로 마감한 반면, 나스닥 종합지수는 30.23포인트(0.13%) 상승한 2만2900.59로 거래를 끝냈다.AI 관련 종목 고평가 논란 여파로 약세 출발한 시장은 개장 직후 저가 매수세가 유입되며 낙폭을 빠르게 회복했다. 최근 3거래일 연속 하락했던 나스닥은 이날 반등에 성공했다.엔비디아(1.77%), 마이크로소프트(MS·1.37%)가 상승하며 기술주 반등을 이끌었다. 팰런티어(1.09%), 오라클(2.43%) 등 최근 매도 압력이 컸던 AI 종목들도 일제히 상승 전환했다.월가에서는 'AI 거품론'이 이어지는 가운데, 일부 투자자들이 최근의 조정을 매수 기회로 활용한 것으로 분석된다. 영화 '빅 쇼트' 실존 인물인 투자자 마이클 버리가 ""빅테크 기업들이 AI 칩의 유효 사용기간을 실제보다 길게 책정해 이익을 부풀리고 있다""고 주장하며 논란이 확산된 상태다.시장의 관심은 오는 19일 예정된 엔비디아 실적 발표에 집중되고 있다. 호라이즌 인베스트먼트의 마이크 딕슨 리서치·퀀트전략 수장은 ""다음 주 엔비디아 실적이 시장을 크게 흔들 이벤트가 될 것""이라며 ""실망스러운 실적이 나온다면 주가 조정이 불가피하겠지만, 오늘처럼 저가 매수세가 빠르게 진입할 경우 시장 안정에 도움이 될 수 있다""고 전망했다. #기술주 #마감 #나스닥 #전날 #급락"
"'1,500원' 뚫나? 거침없는 원·달러 환율…천장이 안 보인다","기사의 이해를 돕기 위한 생성형 이미지(미드저니)원·달러 환율이 연일 급등하며 1,500원 돌파 가능성이 제기되고 있다.심리적 저항선을 연달아 넘어서면서 기업들은 내년도 경영 계획을 다시 짜는 등 바짝 긴장하는 모습이다.최근 환율은 1,400원을 넘어선 뒤 고공행진을 이어가고 있다.1,300원대가 일상적이던 흐름이 1,400원대를 새 기준으로 굳히는 분위기다.환율 상승은 수출 기업엔 일정 부분 호재다.자동차와 조선업처럼 매출이 달러로 잡히는 업종은 수익성 개선 효과가 기대된다.다만 과거만큼의 ‘환차익 효과’는 크지 않다는 평가도 나온다.장상식 한국무역협회 국제무역통상연구원장은“수출 품목 고급화와 환헤지 확대, 해외 생산 증가 등으로 환율 변동에 따른 실적 영향이 예전보다 줄었다”고 설명했다.반대로 원자재와 에너지 수입 의존도가 높은 업종은 부담이 커졌다.철강·석유화학 업종은 원가 부담이 확대되고, 항공업은 유류비 상승으로 수익성 악화 우려가 커지고 있다.중소기업의 피해는 더 크다.전체 중소기업의 90%가 중간재를 수입하는 구조여서 원가 상승분을 즉시 떠안기 때문이다.조사에 따르면 환율이 10% 오를 경우 대기업 영업이익률은 0.29%포인트 감소하지만,중소기업은 환율이 1%만 올라가도 이익이 0.36%포인트 줄어드는 것으로 나타났다.관세 인상에 이어 환율까지 오르면서 기업들은 내년 수출 증가율을 0.9% 수준으로 전망했다.고환율 부담이 이어질 경우 실적·투자 계획에도 영향을 줄 수 있다는 우려가 나온다."
AI 거품론에도…서학개미 '빅테크' 줍줍,"미국 증시에 투자하는 국내 투자자(서학개미)들이 인공지능(AI) 거품 우려 속에도 AI 관련 종목을 집중 매수한 것으로 나타났다. 특히 엔비디아에는 최근 일주일 새 4천억원이 넘는 자금이 몰렸다.15일 한국예탁결제원 증권정보포털 세이브로에 따르면 지난 7일부터 13일까지 국내 투자자들은 엔비디아를 2억9천만 달러(한화 약 4천230억원) 순매수했다.페이스북 모회사인 메타(8천300만 달러, 이하 순매수 규모)와 AI 기반 기업용 소프트웨어 업체 팔란티어(8천200만 달러)도 각각 순매수 상위 4위와 5위에 올랐다.구글 모회사인 알파벳(7천200만 달러)은 7위, 민간 우주기업 로켓 랩(5천300만 달러)은 10위를 각각 차지했다.서학개미들의 순매수 상위 10개 종목 중 절반이 빅테크 기업인 셈이다.이들 종목은 최근 시장에서 제기된 AI 거품론과 맞물려 주가가 크게 출렁였다. 엔비디아 주가는 이달 초 200달러를 넘어섰다가 지난 13일 186달러로 내려갔고, 메타 역시 640달러 부근에서 610달러 선으로 하락했다.시장 일각에서는 최근의 AI 열풍이 1990년대 말 '닷컴버블'과 유사하다고 지적하는 'AI 거품론'이 지속해서 제기되고 있다. 여기에 미 연방정부의 일시적 업무정지(셧다운)가 맞물리며 최근 일주일 미국 증시의 변동성이 확대됐고 그로 인한 여파가 국내 증시로 고스란히 전해졌다.그럼에도 서학개미들은 이러한 변동성을 매수 기회로 삼았다. 국내 증시 자금 지표상으로도 투자 심리는 여전히 견조해 보인다.금융투자협회에 따르면 빚투(빚내서 투자) 지표 중 하나인 신용거래융자 잔고는 지난 13일 기준 26조2천515억원을 기록해 사상 최고치를 또 갈아치웠다. 투자자가 주식을 사려고 증권사 계좌에 맡겨두거나 주식을 팔고 찾지 않은 돈인 투자자예탁금도 지난 13일 기준 82조5천845억원으로 80조원대를 유지 중이다.다만 증권가에서는 당분간 변동성이 이어질 가능성에 대비할 필요가 있다는 조언이 나온다.김유미 키움증권 연구원은 이날 연합뉴스에 ""12월 연방공개시장위원회(FOMC) 이전까지는 경제지표와 연준 위원들의 발언에 따라 기준금리 인하 확률이 수시로 변동될 수 있다""며 ""이에 따른 금융 가격 변동성도 확대될 수 있어 경계가 필요하다""고 말했다.(사진=연합뉴스)"
"미국 따라 한국도…반도체 주춤하자 떠오른 바이오, 코스닥 상승 견인할까 [투자360]","M7 약세 속 일라이릴리 중심 제약바이오주 상승 국내서도 코스닥 헬스케어 지수 9.5% 상승 코스닥 시장서 외국인 수급, 바이오 중심



[챗gpt를 이용해 제작함][헤럴드경제=문이림 기자] 미국 증시에서 제약·바이오가 주도주로 떠오르자 국내에서도 같은 흐름이 확인되고 있다. 코스닥 내 바이오 종목이 일제히 강세를 보이면서 지수 반등을 이끄는 모습이다.15일 한국거래소에 따르면 코스닥150 헬스케어 지수는 이달 들어 13일까지 9.52%, 코스피200 헬스케어 지수는 6.57% 올랐다. 특히 코스닥 시장에서 제약·바이오의 강세가 뚜렷해진 셈이다.지수 흐름도 비슷하다. 같은 기간 코스닥은 0.42% 상승한 918.37, 코스피는 1.21% 떨어진 4170.63를 기록했다.종목별로는 ▷알테오젠(3.78%) ▷에이비엘바이오(57.52%) ▷리가켐바이오(10.46%) ▷지투지바이오(49.43%) ▷에이프릴바이오(3.95%) ▷올릭스(15.5%) ▷펩트론(18.7%) 등이 상승했다.이 같은 흐름은 미국 시장의 상황과 맞물린다. 매그니피센트7(M7)의 기세가 꺾인 사이 미국에서는 일라이릴리 등 제약바이오주가 시장을 이끌고 있다. 일라이릴리는 이달 12일까지 13.52% 올랐다. 같은 기간 엔비디아와 테슬라는 각각 8.06%, 6.32% 하락했다. 미국발 바이오 강세가 한국 특히 코스닥으로 확산되는 배경으로 작용하고 있다는 해석이 나온다.에이비엘바이오는 글로벌 제약사 일라이릴리와 신약 개발을 위한 그랩바디 플랫폼 기술이전과 공동 연구개발 계약을 체결했다는 소식이 전해진 뒤 이틀 연속 29%씩 급등했다.에이비엘바이오의 상승세와 함께 바이오텍 전반의 기대감도 함께 높아졌다는 평가가 나온다. 위해주 한국투자증권 연구원은 “미국 헬스케어 섹터의 강한 상승세에 영향을 받은 가운데 에이비엘바이오의 일라이릴리 향 기술이전 공시가 국내 바이오텍의 성과 기대감을 키웠다”고 말했다.외국인 매매 패턴도 변하고 있다. 지난달 외국인은 2차전지 대형주를 집중적으로 순매수했지만 이달 들어 순매수 상위권이 바이오 종목 중심으로 재편됐다.이달 들어 13일까지 외국인은 알테오젠(1200억원), 에이비엘바이오(947억원), 파마리서치(646억원), 리가템바이오(577억원)을 순매수하며 바이오 중심의 매수세를 보였다. 지난달에는 순매수 상위 종목은 에코프로비엠, 에코프로, 레인보우로보틱스 등이 순매수 상위 종목을 차지했다.바이오주의 강세가 코스닥 반등을 이끌 수 있을지 관심이 쏠린다. 변준호 IBK투자증권 연구원은 “코스닥 시장의 과도한 소외가 이어지고 있다”며 정책 모멘텀과 바이오 강세가 맞물리면서 코스닥에 대한 관심이 확대될 것으로 전망했다.내년 상반기까지 이어질 모멘텀도 풍부하다. 이달미 상상인증권 연구원은 “디앤디파마텍 지투지바이오 한미약품 등 주요 기업의 임상 데이터 발표가 예정돼 있다”며 “이러한 이벤트가 제약바이오 주가 흐름을 당분간 이끌 가능성이 크다”고 내다봤다."
"텐센트뮤직, 틱톡 공세에도 탄탄한 펀더멘털…오프라인 IP 확장 주목","3분기 실적 호조…구독·비구독 매출 모두 고성장틱톡 '소다뮤직' 공세 속 수익성 방어가 4분기 관건한 달새 주가 15%↓…증권가 “비중 확대 기회”[이데일리 신하연 기자] 미국 나스닥에 상장돼 있는 중국 최대 음악 스트리밍 사업자 텐센트뮤직(티커명 TME)이 틱톡 산하 음악앱 ‘소다뮤직(Soda Music)’의 공세 속에서도 3분기 실적에서 성장세를 이어가며 펀더멘털을 재확인했다. 



[AI DALL-E3가 생성한 이미지]구독자 증가와 유저당 평균 매출(ARPU) 확대로 본업 경쟁력이 살아있는 가운데, 콘서트·굿즈 등 비(非)구독 사업이 50% 이상 성장하며 실적 모멘텀을 뒷받침했다. 다만 틱톡의 트래픽 기반 확장세가 본격화되면서 향후 4분기 수익성 방어가 관건으로 떠올랐다는 평가가 나온다. 증권가에서는 최근 주가 하락폭이 과도하다면서 추가 매수 기회로 삼아야 한다는 진단도 나온다. TME의 3분기 매출은 84.6억위안으로 전년 대비 20% 넘게 뛰었다. 조정 EPS(주당순이익) 역시 1.54위안으로 32.8% 증가하며 각각 시장 예상치를 상회했다. 음악 부문에서 유료 구독자 수는 1억2500만명으로 5.6% 늘었고, 월간 ARPU도 11.9위안으로 10% 이상 증가했다. 이승연 한국투자증권 연구원은 “슈퍼팬 전용 SVIP 요금제 혜택 다양화에 따른 성과”라고 평가했다. 실제로 디지털 앨범과 한정판 카드 등 프리미엄 콘텐츠 판매가 SVIP 가입 확대를 견인한 것으로 나타났다.구독 중심 구조에 더해 비구독 매출 성장세도 두드러졌다. 비구독 부문 매출은 24.7억위안으로 전년 대비 50% 이상 증가하며 전체 실적 상향 요인으로 작용했다. G-DRAGON의 월드투어를 포함해 시드니·멜버른 등 6개 도시에서 진행한 14회 공연이 전석 매진을 기록했고, Fiona Sit, TIA RAY 등 유명 아티스트의 콘서트 투어도 직접 주최했다. 콘서트 IP 확대 전략의 일환으로 ‘TME Live International Music Awards’를 론칭하며 오프라인 시장에서도 영향력을 키우고 있다. 이승연 연구원은 “TME가 단순 온라인 스트리밍 플랫폼이 아닌 온·오프라인을 아우르는 메가 엔터테인먼트 기업으로 도약 중”이라고 강조했다. 다만 단기적으로 시장의 관심은 경쟁 구도에 쏠리고 있다. 틱톡의 트래픽 기반을 바탕으로 성장 중인 소다뮤직의 영향력이 눈에 띄게 확대되고 있어서다. 박주영 키움증권 연구원은 “틱톡 산하 앱과 경쟁심화 우려가 재차 부각되고 있다”고 진단했다. 소다뮤직의 3분기 월간활성이용자(MAU)는 1개 분기 만에 2000만명 증가하며 1억2000만명에 도달했다. 중국 음악앱 순위에서도 출시 3년 만에 4위권으로 올라섰다. 박 연구원은 “프리미엄·일반 유료 구독 전환율과 ARPU는 견조하지만, 경쟁 심화에 따른 콘텐츠 투자 확대로 중장기 이익 성장 둔화 우려는 단기적으로 이어질 것”이라고 분석했다.경쟁 심화는 콘텐츠 투자 확대와 단기 수익성 둔화로 연결되고 있다. 실제로 3분기 Non-IFRS 순이익률은 전분기 대비 4%포인트(p) 하락한 28%를 기록했다. 박주영 연구원은 “산업 경쟁심화에 따른 투자 확대로 수익성이 전분기 대비 둔화됐다”며 “단기적으로 투자심리 부진은 불가피하다”고 지적했다. 최근 TME 주가가 한 달 간 15% 이상 조정받은 배경에도 이러한 우려가 반영된 것으로 풀이된다.그럼에도 증권가는 “과도한 우려”라는 평가를 내놓고 있다. TME는 중국 음악 시장 내 점유율을 65% 안팎으로 유지하고 있으며, 유일하게 글로벌 확장을 본격화한 중국 플랫폼이라는 점에서 경쟁우위를 갖고 있다는 분석이다. 이승연 연구원은 “SVIP 침투율 상승에 따른 ARPU 성장이 실적을 견인할 전망”이라며 “라이브 엔터테인먼트 및 팬 이코노미 강화는 글로벌 음악 산업에서 필수적으로 요구되는 변화”라고 말했다. 이어 “현재 단기 조정은 비중확대 기회”라고 덧붙였다.시장에서는 4분기 실적이 TME의 단기 주가 방향성을 결정할 ‘시험대’가 될 것으로 보고 있다. 틱톡과의 트래픽 경쟁이 지속될지, 비구독 매출 확대가 마진 하락을 상쇄할 수 있을지 여부가 확인돼야 한다는 관측이다. 다만 K-팝 글로벌 유통 강화와 오프라인 IP 확장 모멘텀이 유효한 만큼, 증권가에서는 중장기 성장성에 대한 신뢰는 여전히 유지되는 분위기다."
"넥스트레이드, 역대급 불장 속 성장 지속…안정성은 여전히 과제","이달 개인 비중 85.4%…외인·기관 5.5배 이상결제 시스템 안정성, 한국거래소 대비 신뢰 부족투자자 유입 위한 거래대상 확장·고도화에 주력



대체거래소(ATS) 넥스트레이드의 시스템 안정성에 대한 신뢰 부족으로 외국인과 기관 투자자 유입에 속도가 붙지 않고 있다. ⓒ연합뉴스[데일리안 = 서진주 기자] 올해 3월 출범한 대체거래소(ATS) 넥스트레이드가 폭발적인 외형 성장을 이어가는 가운데 ‘개인 투자자 쏠림’은 좀처럼 해소되지 않고 있다. 주식시장의 큰 손인 외국인·기관 투자자 유입을 위해서는 시스템 안정성에 대한 의구심을 해소하는 것이 우선 과제로 거론된다.14일 넥스트레이드에 따르면 이달 넥스트레이드 거래대금(프리·애프터마켓/정규장)에서 개인이 차지한 비중은 85.4%로 집계됐다. 반면 외국인과 기관의 합산 비중은 14.6%로 개인보다 현저히 적다. 출범 초기(기관·외국인 1.5%)와 비교하면 소폭 늘었으나 여전히 개인이 주된 투자자다.넥스트레이드의 전체 거래대금이 한국거래소의 절반 수준까지 따라잡고, 일평균 거래량이 금융당국이 정한 상한선(6개월 동안 전체 거래량의 15%)을 넘어서는 등 빠르게 성장하고 있으나 외인·기관 대비 개인 투자자 비중이 압도적으로 높은 시장이라는 지적이 나온다.개인 투자자 쏠림은 넥스트레이드 출범 직후부터 지적된 문제로, 외국인과 기관의 대규모 거래 없이 안정적으로 시장에 자리 잡기에는 다소 어려움이 있다. 이는 결제 시스템 안정성에 대한 신뢰가 개선되지 않은 영향으로 풀이된다.▼ 관련기사 보기넥스트레이드, 김학수 대표이사 연임 결정https://www.dailian.co.kr/news/view/1571001코스피에 못미친 코스닥 상승률…투자전략은https://www.dailian.co.kr/news/view/1572364[통장잔Go] 롤러코스터 증시 안식처는?…저변동 투자 ‘로우볼 ETF’ 주목https://www.dailian.co.kr/news/view/1572261특히 기관이 중요하게 여기는 대량·바스켓매매가 한국거래소 대비 안정성이 보장되지 않아 대규모 자금 배치에 소극적이다. 대량·바스켓매매는 한 종목을 5000만원 이상 매수하거나 5종목을 2억원 이상 담고 당사자끼리 합의한 가격으로 거래하는 방식이다.업계 한 관계자는 “투자자별 거래대금이 큰 차이를 보이고 있는데 특정 투자자에 편중될 경우, 외형 성장에 제한이 생길 밖에 없다”며 “개인 투자자들의 꾸준한 관심 속 기관·외국인의 참여가 본격적으로 나타난다면 지금보다 가파른 성장이 기대된다”고 말했다.업계에서는 넥스트레이드가 외국인·기관 투자자를 유입하기 위해 시스템 안정성에 보다 주력해야 한다고 입을 모았다. 넥스트레이드 역시 운영 안정성을 공고히 하며 시스템 고도화와 거래대상 확장을 병행하겠다는 입장이다.넥스트레이드 관계자는 “출범 초기와 비교하면 외국인과 기관의 비중이 조금씩 늘어나고 있다”며 “다양한 투자자 유입을 위해 이용자 중심의 경쟁 환경을 발전시켜 나갈 것”이라고 밝혔다."
"버핏, 실수로 놓쳤던 '알파벳' 드디어 매수…버크셔 10대주로","3분기 말 43억달러 지분 공개…기술주 기피하던 버핏의 ‘이례적 선택’애플은 15% 추가 매도…12분기 연속 순매도 기조 이어가[뉴욕=이데일리 김상윤 특파원] ‘오마하의 현인’ 워런 버핏이 이끄는 버크셔 해서웨이가 구글 모회사 알파벳에 신규 투자한 것으로 나타났다. 전통적 가치투자를 고수해 온 버핏이 고성장 기술주에 새롭게 베팅했다는 점에서 시장의 이목이 쏠린다.



14일(현지시간) 금융당국에 제출된 버크셔의 분기 보고서에 따르면, 이 회사는 3분기 말 기준 알파벳 주식을 약 43억달러 규모로 보유하고 있다. 이는 버크셔 전체 주식 포트폴리오에서 10번째로 큰 비중이다.이번 투자는 버핏 본인보다는 기술주에 상대적으로 적극적인 투자책임자 토드 콤스 또는 테드 웨슐러의 결정이었을 가능성이 크다고 CNBC는 분석했다. 두 사람은 2019년 아마존 투자도 주도했으며, 버크셔는 현재 아마존 지분 22억달러 상당을 유지하고 있다.올해 알파벳은 AI 수요 확대를 바탕으로 주가가 46% 급등해 S&P500 대표 상승주로 꼽혀왔다. 버핏은 과거 “구글에 일찍 투자하지 못한 건 큰 실수였다”고 인정한 바 있다. 버크셔 산하 보험사 가이코가 구글 광고 초창기 고객이었던 만큼 성장 잠재력을 직접 목격했기 때문이다.한편 버크셔는 애플 지분을 3분기에도 크게 정리했다. 이번에 15% 추가 매도하면서 보유 규모는 607억달러로 감소했다. 버핏은 2024년 애플 지분을 3분의 2가량 처분하는 ‘대량 매도’에 나섰고, 올해도 매도 기조가 이어지고 있다. 다만 애플은 여전히 버크셔 최대 보유종목이다.버크셔는 이와 함께 뱅크오브아메리카(BOA) 지분도 6% 줄여 보유 가치가 300억달러 아래로 내려온 것으로 나타났다. 또 베리사인, 다비타 등 일부 종목도 축소했다.버크셔는 기술주 중심의 강세장 속 밸류에이션 부담을 이유로 12분기 연속 주식 순매도 기조를 유지하고 있다. 올해 말 CEO 자리에서 물러나는 95세 버핏의 후임은 오랜 기간 경영을 함께해온 그렉 에이블이다. 시장은 차기 체제 아래 버크셔의 투자 방향이 어떻게 달라질지 주목하고 있다."
"뉴욕증시, 빅테크 AI 칩 감가상각 논란에 혼조 마감 [뉴욕증시 브리핑]","뉴욕증권거래소. 사진=REUTERS인공지능(AI) 거품론과 저가 매수세가 맞서면서 뉴욕증시 3대 주가지수가 혼조 마감했다. 14일(미국 동부시간) 뉴욕증권거래소(NYSE)에서 다우존스30산업평균지수는 전장보다 309.74포인트(0.65%) 내린 47,147.48에 거래를 마감했다. 스탠더드앤드푸어스(S&P) 500지수는 전장보다 3.38포인트(0.05%) 떨어진 6,734.11, 나스닥종합지수는 30.23포인트(0.13%) 오른 22,900.59에 장을 마쳤다. 장 초반부터 인공지능(AI) 거품론과 AI 설비투자를 둘러싼 감가상각 논란 등으로 시장에 불안감이 확산했고, 위험 회피 분위기가 확산하면서 3대 지수 모두 하락 출발했다. 구글과 마이크로소프트(MS), 오라클 등 주요 하이퍼스케일러(기술 인프라 투자자)들은 엔비디아의 AI 칩과 서버가 최대 6년 동안 사용 가능하다고 추정하고 있다. 하지만 실제로는 훨씬 더 빨리 감가상각될 수 있다는 관측이 많다. MS는 최근 연간보고서에선 자사 컴퓨터 장비의 내용연수 최저치를 6년보다 훨씬 짧은 2년으로 제시했다. AI 칩의 감가상각이 예상보다 빠르게 이뤄진다면 기업의 실적 전망치와 회사채 금리, 주가까지 모두 재산정될 필요가 있다. 영화 '빅쇼트'의 실제 모델 마이클 버리가 감가상각 논란에 불을 댕기면서 월가에선 관련 기사와 분석 보고서가 쏟아지고 있다. 하지만 주가지수가 급락하자 기술주 위주로 저가 매수세가 강하게 유입되며 변동성이 커졌다. AI 거품론이 촉발한 매도세가 과도하다는 투자자 판단이 이어진 셈이다. 테슬라는 2.36달러(0.59%) 오른 404.35달러, 엔비디아는 3.31달러(1.77%) 상승한 190.17달러로 마감했다. 팔란티어는 1.87달러(1.09%) 상승한 174.01달러, 마이크로소프트(MS)는 6.89달러(1.37%) 뛴 510.18달러로 장을 마쳤다. 알파벳은 2.14달러(0.77%) 하락한 276.98달러로 떨어졌지만, 워런 버핏의 버크셔해서웨이가 3분기 말 기준 알파벳 지분을 43억달러어치 보유하고 있는 것으로 확인되자 시간외 거래에서 강세를 보였다."
"""셧다운 끝났는데 왜""…비트코인 시세에 개미 '패닉'","가상화폐 시가총액 1위인 비트코인이 6개월 만에 다시 9만5천 달러 아래로 내려앉았다.14일(현지시간) 미국 코인베이스에 따르면 미 동부시간 오후 2시(서부시간 오전 11시) 현재 비트코인 1개 가격은 9만4천900달러선에서 오르내리고 있다. 24시간 전과 비교하면 3%가량, 일주일 전보다 약 7% 낮은 수준이다.특히 지난달 6일 기록한 사상 최고가 12만6천210.5달러와 비교하면 25% 급락했다.비트코인 시세는 지난 5월 초 이후 처음으로 9만5천 달러 미만으로 떨어졌다. 이처럼 계속되는 하락세는 투자자들 사이에 위험자산 회피 심리가 확산하면서 매도가 이어졌기 때문으로 풀이된다.전문가들은 다음 달 연방준비제도의 금리 인하 기대감이 약해지면서 주식시장의 매도세가 강화됐고, 비트코인 역시 비슷한 흐름을 보이는 경향이 있다고 분석한다.일각에서는 비트코인의 이번 하락이 가상화폐의 채굴 보상이 반으로 줄어드는 4년 주기의 반감기(Halving)와 관련이 있으며, 이에 따라 가격이 6만 달러까지 떨어질 것이라는 전망도 나오고 있다.시총 2위 가상화폐인 약세 흐름을 벗어나지 못하고 있다. 이더리움은 이날 오전 7시40분 개당 3천68달러선까지 떨어졌으나, 이후 일부 회복해 오후 2시 현재 3천214달러선에서 거래 중이다.(사진=연합뉴스)"
